tweet_id,safe_text,label,agreement
Y8WQLKHZ,Driving my th month old to get stabbed Cant we find a better way for vaccinations that stabbing happy babies in the leg with ft needles,1.0,0.6666666666666666
GK964E58,California measles outbreak cases latest is in Solano County The Californiacentered measles outbreak has url,0.0,0.6666666666666666
PUZ9U1M6,Do you know the truth about the connection between vaccines and autism Hint Science knows via url,0.0,1.0
VS9DQEJ7,Measles case confirmed at Plano ISD school url,0.0,1.0
FPHSSDLM, I dont believe in medical science vaccines are on the rise killing these generations,-1.0,1.0
22DV0IH8,Unvaccinated Children Shouldnt Go to School Poll Most Americans feel children who have not been vaccinated url,1.0,1.0
EIPE1IFE, didnt know MGK amp MMR are in the same building Im an RRF student at MMR Im in the studio twice a week,0.0,1.0
QSQ7HWHU, Oakland Kids to Get Free Flu Vaccines An attorney for Bryan Stow the gravely injured Giants fan who won a url,0.0,0.6666666666666666
JY7C1G8B,California Parents Hold Measles Parties For Their Children In California some parents are doing all they can to url,-1.0,0.3333333333333333
XQPT0LJ9,Attend HealthampSafety mtg discussion on HPV vaccination wreps from Academy of Pediatrics amp MA Dept Health gr info ,1.0,0.6666666666666666
5UEHYKLW, Im so scared were treating Ebola patients in the US but it has to be done Maybe well find a vaccine sooner OrangeRoom,1.0,1.0
5PAJSRQW, girl he gonna be fine Give him some good ol titty juice amp put him to bed As for the baby hes building immunity I think,0.0,1.0
E1JNWY4B,Measles outbreaks spark fears of return of a disease via url,0.0,1.0
QNMJUWI8, Im convinced you dont need vaccines to stay healthybecause of my experience amp researchGoodLuck with taking your poison,-1.0,1.0
LKXC3858,parents make sure ur childs immunization shot records are up to date,1.0,0.6666666666666666
V6L32DAO, Researcher Womans cancer killed by measles virus in unprecedented clinical trial url ,1.0,0.6666666666666666
4RIRAA5G,SOLS school of life sciences seminar three speakers discussing vaccines,1.0,0.6666666666666666
YU92CZPN,Measles outbreak might have spread to nonAmish and into Delaware County A Delaware County individual likely has url,0.0,0.6666666666666666
1ZXRGZRU,Over children died due to tainted vaccine,-1.0,0.6666666666666666
E696IO25,MMR ,0.0,1.0
YNZSUCRI, scary but hoping my vaccinates kids amp myself are safe,1.0,1.0
FOQJXLIO, I LOVE my mmr ,0.0,1.0
CCWOSMLJ,Next time Laura Ingraham tries to blame reemergence of measles on immigrants HT url url,1.0,0.6666666666666666
F10LM162,Terrifying in millennials thinks vaccines cause autism url,0.0,0.6666666666666666
KWE2JHH4,mmm hmm Top US infectious disease official hopeful that vaccine to prevent Ebola will ready by summer url,1.0,1.0
6OOQUN4T,Truth has immunity when it comes to cockiness I looking fucking hot tonight,0.0,1.0
PY25C5TY,People that dont vaccinate their kids piss me the heck off,1.0,0.6666666666666666
H143M8ZQ,st US Measles Death In Years Reported In Washington State For the first time in years a person in the url,0.0,0.6666666666666666
4PYNM3S2,Rand Paul lost my vote saying many kids get mental disorders from vaccines Even studies say there is no proof idiot gtfo,1.0,1.0
GSEJ88WL, complaining if you were against MMR vaccines youre a kook Yes u are And you claim to love science north liberal,1.0,0.6666666666666666
6XEES7LM, not a Jen Mc fan at all kids n NYC get measlesamp its JMs fault No Uneducated absent parenting the parents fault,1.0,0.6666666666666666
MENM6ZAU,Hey man do your research The worst part about measles is it can make your kid look Irish url,0.0,0.6666666666666666
CIYXKET3,How can Rand Paul make the children as property argument for vaccines but not accept it for abortion The cognitive dissonance burns,0.0,0.6666666666666666
79NEDW5B, It is Pasteurization only affects the consumer but denying vaccines weakens herd immunity and risks the lives of others,1.0,1.0
KACB97BM, same Ill never get the vaccine again But Ill probably vaccinate my kids one day if I ever have any lol,-1.0,0.6666666666666666
EHDKY1DI,Constantly SMHing about vaccines Vaccines more like vaccPOISON Wake up America,-1.0,1.0
2SOKMIKX,Measles Cases Linked To Disney Theme Parks In California url,0.0,1.0
SO661U11, FREE MMR IS LIFE CHOCO,0.0,0.6666666666666666
HF49K1G6,measlesParties parents are u serious Nonvaccinated kids get exposure to build up immunity MeaslesOutbreak url,1.0,1.0
ZIS7IB3X, that would be the result of lower vaccination rates Its measles now but thats not the only threat Out of sight out of mind,1.0,1.0
8KBWNNET,VACCINATE YOUR KIDS PLZ THX A case of whooping cough has been reported at Carmel High School url,1.0,1.0
NABL5RM1,Malaria my ass that nurse vaccinated me to watch me cry like a baby,0.0,0.6666666666666666
35Q7SA5U,Pennsylvania Health Leaders to Discuss Measles Outbreak url,0.0,1.0
AJV8HGUY, good job but not great Those are only half of the vaccines recommended by the CDC for adol,1.0,0.6666666666666666
056Y26SH,Listening to Philosophical exemptions to vaccines are truly fear exemptions vaccineswork aap,1.0,1.0
TB70U7E6, On average people who complain live longer Releasing this tension increases immunity and boosts their health ,0.0,1.0
I8H9B4R1,Well since antivaccination is being condoned I guess the next step is to acknowledge the fluoride in the water is toxic people,1.0,0.6666666666666666
2QUGX019,OH My kids had vaccines and THEYRE not retarded Oh lady So many reasons Im not engaging here,-1.0,0.6666666666666666
GLSMKDKC, GOP STOP blaming Immigrants first Ebola now measles Which diseasesbrought their ancestors AINF url,0.0,1.0
QJNKJD3I,url remember those smart assed modernized women who saw no reason to immunize their children because yours were Well,1.0,1.0
CB0FR06C,When I see I didnt vaccinate my child I just assume you want your child to contract measles rubella polio and pertussis,1.0,1.0
JZD7J1Q5,Out Of This World Set Tonight mmr dc dj dmv dcdj dupontcircle districofcolumbia url,0.0,1.0
K3RD8BYU, vaccine damage not the same as autism But I leave you to your confusion,-1.0,1.0
IG014QS4,I CANT GO TO SCHOOL UNTIL I GET IMMUNIZATION RECORDS TURN THE FUCK UP,-1.0,0.3333333333333333
K0ZPLT5J,ZombieLie Majority of Americans get vaccines for kids overseas travel Business offer free vaccines workers UniteBIue,1.0,0.6666666666666666
APLYIMED,Thanks AntiVaxxers You Just Brought Back Measles in NYC url via VACCINATE PEOPLE UGH,1.0,1.0
XR5Q9291, Measles death in Germany prompts calls for mandatory vaccinations url vaccinessavelives,1.0,1.0
3NGXN5WD,We will probably see a case or two in the region Health officials prep for a measles outbreak in WI The disease url,0.0,1.0
03H9PLRZ, YOUR CHILDREN WILL DIE FROM A VACCINATION SIDE EFFECT,-1.0,1.0
OZE1YYA1,Do I get immunity for killing a few douchebags I mean theyll likely rape someone in the future,0.0,1.0
YQHMPQMM,Health Officials Confirm th Measles Case in Cook County Cook County Health Officials on Wednesday confirmed an url,0.0,0.6666666666666666
FVZYVG78,Wow I need two TB tests and a titer for MMR and varicella for the internship whatever Im excited,0.0,0.6666666666666666
NWN2ZRFJ, thus far we already DO have laws requiring any kid going to public school to be vaccinated,1.0,0.6666666666666666
O2LJD258,The people who refuse to get their kids vaccinated but complain about them being sick are literally the worst kind of people,1.0,0.6666666666666666
5IMTY6RT,I Know Im Late AF But Happy RichDay To My Brutha Turn Up Lil Bro MMR I South url,0.0,1.0
RFH8X8GY, Yes people listen to Adam Everyone needs good health insurance Annual check ups and vaccines amount other things are free,1.0,1.0
ERTLPC6L,I will vaccinate my children right after their born radkecd,1.0,1.0
M6HSZT7Q, yes there is plain measles vaccine Good question Avoidtoomanytooclosetogether,0.0,0.6666666666666666
SU6274IZ,Grossmont Clinic Closes After Five People Show Measles Symptoms The SharpRees Stealy Urgent Care Clinic was shut url,0.0,1.0
PYVCEFK0, your propaganda amp childish imagery is laughable it appears the establishment is portraying these traits U have it twisted,0.0,1.0
HBFDX99F,Docs in KC ClayCounty report first case of measles in years,0.0,1.0
VD4BBKEO, Ive been saying this for yearsThey have lowNo sanitary standards not vaccinated going to kill us and our kids NoIllegals,0.0,0.6666666666666666
NBBY86FX,In other news Ive gone up like mmr,0.0,1.0
4RTHHAAM,Amid Measles Outbreak Few Rules Exist Concerning Teacher Vaccinations While much of the attention in the ongoing url,0.0,0.6666666666666666
WMB7R9UP,Two New Measles Cases Reported in Ventura County A warning has been issued after two more measles cases were url,0.0,0.6666666666666666
B5SYRGOQ,I cant believe my MMR used to be plat III and now its gold IV,0.0,1.0
KSSYIY4R, I know its crazy Theres literally no evidence based literature that shows any correlation between autism amp vaccines,1.0,1.0
8VO17XGY,choice for measles vaccinations nochoice for unplanned pregnancies ChrisChristie,-1.0,0.6666666666666666
P4RS2W5W,Remember when you got the vaccines day before school DONT WAIT RegistertoVote url Voto url,1.0,0.6666666666666666
8V7PZJO3,Yellow Fever vaccine Not so much fun Passport Health NYC url,1.0,1.0
D0NKL11G,Read vaccination and the irresponsibility of those who choose not to vaccinate their kids url,1.0,1.0
W86TSG3F,My father to his children ages amp you should get tested to see if you had the measles vaccine Literally what,0.0,0.6666666666666666
JHJZ1DIZ,Vaccines do not cause autism ,1.0,1.0
6LANCD10, this seems very unlikely to me given how obsessively on top of of immunizations our kids DCPS school is,0.0,1.0
WYVXGLXC,This is what happens when babies arent vacinated vacinate measles url,1.0,1.0
MZAIH5NU,On average people who complain live longer Releasing this tension increases immunity and boosts their health,0.0,1.0
RV3R5JGO,Tonight on should you vaccinate your child A doctor weighs in vaccinations url,0.0,1.0
KQLSMSQE,Just got bit by a feral dog Anyone know where I can get a rabies vaccine WITHOUT autism in it,0.0,1.0
QKS9IZRV,Props to the writers of Daredevil for calling out idiot parents for their refusal to immunize with MMR,1.0,1.0
9H1L8GMN,I had to pay for stupid immunization FUCK YOU Health services they take forever and still rip me off with something I didnt nee,-1.0,1.0
W8NYXFDO, children at Illinois day care diagnosed with measles url,0.0,1.0
UT2GOS22, deathly because of the vaccinations I got yesterday Ready to go back to sleep,-1.0,0.3333333333333333
HBX5GOU7,The fact that my consumer just informed me of her vaccination against having childrengtgtgt,0.0,1.0
OK4R0QNO,ExoticsOnFridays MMR Exotics url,0.0,1.0
98D8RRKE, has measles Real life quote Ill be fine url,0.0,1.0
PI6TOX7X,The pic thatll impress my kids the most paralympian polio advocate instacorps vaccineswork url,1.0,1.0
MJ3WTBSC, people who dont vaccinate their kids without medically verifiable reason probably shouldnt have any kids,1.0,1.0
VBYYEAAT,Vaccines Are Poison Cellphones Cause Cancer and Other Medical Conspiracies url via ,0.0,0.6666666666666666
T32YKGKC, Childhood vaccination OSHA Great question,-1.0,0.3333333333333333
XISEX9UX,Vaccination Controversy Grows Amid Measles Outbreak url,0.0,1.0
GLS147U8, DeWayne is a vaccine profiteer,0.0,0.6666666666666666
I1REM9RW,Now my professor is talking about how the plague is going to come back how vaccines kill babies and how the government lies CrazyPerson,1.0,0.6666666666666666
Y9NQEAZW,Baltimore City Health Department Investigating Measles Case url,0.0,0.6666666666666666
PJ9AOT2N, yea but its pretty cool i like itimma b the main safety for the whole job at night time like for all the other companies an mmr,0.0,1.0
40NPN41T,How do politicians advocating for vaccination choicea community health issue protest a womans personal right to choose HelpMeUnderstand,-1.0,0.3333333333333333
3N49SV67,HB NEW Health immunizations exemptions to immunization requirements modify to require the use of forms c url,0.0,1.0
XUH9M4DL,url Could measles outbreak hit the Super Bowl,0.0,0.6666666666666666
QH8H76JK,nd confirmed measles case exposure in VA url,0.0,1.0
6BU87UC8,AIDS N HIV vaccine trials take center stage at worlds largest global health conference DURBAN South Africa url,0.0,1.0
G8HNIN3B,Dont forget View ACIPs full flu vaccine recommendations for the flu season on CDCs flu website url,1.0,0.6666666666666666
67J8K8W9,JennyMcCarthy wont inject her kid with vaccines but shell inject her face with botox She cant even raise her eyebrows RockinEve,1.0,1.0
OUU6P0L8,orgasm RT Having sex regularly can do AMAZING things for your health boosting immunity url,0.0,1.0
7VSVVU00,Austerity is not a Vaccine to Crisis It is a Parasite with Pandemic Potential It Drains Life Killing Slowly OccupyWallStreet,0.0,1.0
02BRQ370,Shame on you if you choose not to vaccinate your kids because of some bs article you have read on Facebook,1.0,0.6666666666666666
ZK91BIY8,Flu scare increasing demand for vaccine The flu scare is continuing to grow across the country and in the url,0.0,0.6666666666666666
5VYFKEL9, too bad most of the immunizations I give are to babies or I could see your point,1.0,0.6666666666666666
8LU2MFCC, and are paying the price for lack of mmr requirements,0.0,0.6666666666666666
OEY8FVL1,R vaccines safeurl,0.0,0.6666666666666666
1UQBJ4OO, how many people have died from diseases that have vaccines today How many have died from climate change,-1.0,0.3333333333333333
1S475P7F, flu shots have never been proven to protect you from getting the flu The vaccine company uses it as a scare tactic,-1.0,0.6666666666666666
7RLMJFLV, if you are going to speak on national TV regarding vaccinations get your facts babies vaccinated at months ,0.0,0.6666666666666666
FBG5OQZ2,Jennifair MMR MogulMediaLLC plus songs cataloged Its about that time MogulWins url,0.0,1.0
7UY5YUNN,Vaccination Rights of Citizens Versus the Role of Gov With the recent measles outbreak in California medical url,1.0,0.6666666666666666
FY3S9INW, False narratives are always driven by dems Benghazi only no measles movie,0.0,1.0
W7VP743U, if it was around like ishh then ya that was mmr,0.0,1.0
ZTBVJIX9,Study of more than kids finds no link between MMR vaccine and autism url,1.0,1.0
MP0BP44Z, you see how hard it is to show a convincing vaccineautism link,1.0,1.0
91FUHQQZ,Vaccinate your children blamethehippies measles,1.0,0.6666666666666666
VC4IL0L5, we years in and still rolling Partner in Grind MMLLC MMR,0.0,1.0
1QABI7IR,Waiting for a vaccination so I can go back to school This blows Number and theyre on fml,1.0,1.0
7DJWXK9Z,I dont want to vaccinate my kids well here is a nice photo before vaccinations its a massive iron lung url,1.0,0.6666666666666666
B0CQRLXO,All California schools have been advised to close for Thursday the due to a measles url,0.0,0.6666666666666666
QLXCRT2T,H shir mmr we have keystones,0.0,1.0
SQVTGX08, Have yng friend that had a normal baby Dr gave five vaccinations in t same appnt n a week later he showed signs of autism,-1.0,1.0
GKMX83XQ,CDC measles cases in January most stemming from Disney outbreak Health officials say people in states url,0.0,0.6666666666666666
Y2EST51F,Another Study Finds No Connection Between Vaccines And Autism The MMR Vaccine protects against highly contagious url,1.0,1.0
PIA1GOUL,Sure lets expose people to measles and E Coli because FREEDOM,1.0,0.6666666666666666
W2YPKKRY, do you know anyone who has Ebola or the Measles ,0.0,1.0
5W9ZSU2R,parentschoice circumcision vaccinations education Dont let them bully you YOU are the parent to YOUR child,0.0,0.6666666666666666
Q6W1WQ10,Inconvenient truth behind vaccinations and autism link idiots justsaying SisterPatriots url,-1.0,1.0
DDNZZCGG,If your child isnt vaccinated please do the right thing and keep it the hell away from me,1.0,1.0
18V16H6G,China investigates vaccine maker after baby deaths BEIJING China has sent health experts to investigate a drug url,0.0,0.6666666666666666
FPKP7QLI, Measles Vaccination Rates Tanzania Does Better Than US url ,1.0,0.6666666666666666
AI5VY2D9,United we stand on behalf of all the vaccine injured BigPharma CDC truth prevails justice will be served CDCwhistleblower,-1.0,1.0
DN0X5QMR,Just got some vaccines Stay tuned for my gradual progress across the autistic spectrum,-1.0,0.3333333333333333
R3TUJL6U,RT Did you know its World Immunization Week Just can change a childs life url,1.0,1.0
L5S8Q13U,Love lookin at everyone elses progress on mmr gives me motivation mmr,0.0,1.0
FY5SHWZ7,No autismvaccine link study finds New study finds no link between autism and MMR vaccination even in highrisk url,-1.0,0.3333333333333333
QWFF814F, its the third week of school The only people that have missed class are you and that kid with the measles,0.0,0.6666666666666666
GS9O3T12, Measles Virus Entry Through SLAM Governs Efficacy of Mantle Cell Lymphoma Radiovirotherapy Viruses used to treat cancer,0.0,1.0
7YY4RT28,Measles Outbreak Expands Into San Bernardino County url,0.0,1.0
LLW1PN1N,AP Disney gave input on measles health messages As the measles outbreak spread last month Disneyland executives url,0.0,1.0
3UBABQMV, Amy said she was and in the UK everyone gets scheduled for the MMR jab for Measlesmumps amp rubella when were very young ,0.0,0.6666666666666666
CDFY1QGD,BeefTalk Start your calf vaccinations now url via Good article on herd health,1.0,1.0
DDJ8D39X, no mmr,0.0,1.0
197PIM1I, what I dont understand is whats the big deal about measles Billions of people have had measles and no Long term effects,0.0,1.0
UHOUVEOF,Million pledges to vaccinate world kids Britain Norway United States ,1.0,0.6666666666666666
I1TFJ9O3,Good thing I didnt get one then lol CDC Flu vaccine may not be effective for this years strains url,-1.0,0.6666666666666666
V1KV1RTW,The Real Issue That Vaccine Truthers Like JennyMcCarthy Should Be Focusing On mmr measles autisim url,1.0,0.6666666666666666
55UNUZ3N,ladies i just got my MMR Hep A and Typhoid vaccinations lets get the party started,1.0,1.0
INRV2PIO,Raising Fear of a Vaccine and the Risk to the Public url,0.0,0.6666666666666666
KZ0J6AXP,via Australia To Stop Payments To Families Who Refuse Child Vaccinations Good on ya No fear diseases url,1.0,0.6666666666666666
OA9W0GIE,The acidic food that decreases your immunity and increases the growth of disease amp illness in your body is SUGAR,0.0,1.0
X31W1ELR,Why We Worry About Measles And Why You Should Too As In Now url,1.0,0.6666666666666666
E7VJUZMS,I never thought it was doing any harm you clowned me woke my ass up Man down with those hand me downs Social Influenza Virus TY vaccine,0.0,0.6666666666666666
CLQ86F9M,AntiVax Childrens Book Pretends Having Measles Is Just Marvelous url,1.0,0.6666666666666666
RZINES6F,fake drugs Natural News HPV vaccines Gardasil becomes a market dud in wake of informed backlash url mmot,-1.0,0.6666666666666666
0KGXCECT, mmr is the movement,1.0,0.6666666666666666
0B5KK0CV,Trying not to Catch measles at the mall,0.0,1.0
70XNVOF0,Measles outbreak at cases in eight states Canada and Mexico The number of cases in the Californiacentered url,0.0,1.0
MBMXNY41,Mississippi West Virginia toughest on school immunizations Mississippi and West Virginia are known for their url,0.0,1.0
2QAOYO2I, Grampy why did you say that Dont bring me measles thats just what I dont need now,0.0,1.0
4V9BVF4Y,Vaccinate you kids poornoah svugoesviral,1.0,0.6666666666666666
AAWFSK70, ff,0.0,1.0
LGSRS0AI,Why werent volunteers notified BREAKING people exposed to measles at MGH url via ,0.0,0.6666666666666666
E2MF6SHZ,AMNews Girl may have been exposed to HIV during vaccination Northern Health is investigating after a young girl url,-1.0,0.6666666666666666
6L9SZ1A7,Fuck these awful people RT California parents opposing statemandated vaccinations of children delay vote url,1.0,1.0
JF9TKOQV,Fucking vaccinate your children YOU UNEDUCATED IMBECILE,1.0,1.0
T72HUKE7, its funny because in WV theres people that are like measles are caused by illegal immigrants,0.0,1.0
ATG8NNXX,Does person have claim if newborn gets measles in waiting room of pediatrician who allows patients to go unvaccinated ,1.0,0.6666666666666666
8IUNCOXD,GOPObamaCareReplacement exposure to disease to build up bodys immunity,0.0,1.0
IZH134R1,Every child deserves a shot at life Vaccinate vaccineswork url,1.0,1.0
9KLGEQ28,Me your child could be the one in a million to die from a vaccination Jenni then Ill just make some more,1.0,0.6666666666666666
BKX19X0G,Study No link between vaccine autism The vaccine for measles mumps and rubella doesnt bring an increased risk url,1.0,0.6666666666666666
6CUZZWYL, million kids per year still die from diarrheal disease As a pediatric GI Fasano was working on a vaccine for cholera It was ,1.0,0.6666666666666666
QNAE9SVH, Jenny McCarthys Slippery New Vaccine Stance Child Mind Institute url goodread,1.0,0.6666666666666666
YR4AJLWL, University of Virginia confirms mumps case on campus url Get ur kids vaccinated,1.0,1.0
4E4HE6FF,Ebola vaccine deemed safe but will it work url,0.0,0.6666666666666666
VC3ZS7A4, Then anyone who catches measles from her should sue her ass Disneyland Pasadena,0.0,0.6666666666666666
RRRBNT1J,Autism awareness day Remember vaccines do not cause autism Vaccinate ur autistic child and make a point of loving them autismawareness,1.0,1.0
JKYX0HJT,Fauci on measles The risk of the disease is infinitely higher than the risk of the vaccine atlantichealth ,1.0,0.6666666666666666
BV51SBYH, GOP STOP blaming Immigrants first Ebola now measles Which diseasesbrought their ancestorsAINF url,0.0,1.0
DLJP6DFT,What measles Disney raises ticket prices at US theme parks url,0.0,1.0
WCFG25FP,If you dont vaccinate your kids youre an uneducated dumbass as a parent and deserve to be charged with child abuse,1.0,1.0
VA5M16DO, that would make her a liar I believe And if u think shes not getting some form of immunity I got land sale Truthright,0.0,1.0
L9UG6IG8,Throw your sets up mmr dc dj flyer promote photoshop top edm remixes dmv url,0.0,1.0
YM66O6KW,Lmao RT RT Ellen comes back on stage Thanks Jim Now vaccinate your kids you ignorant whackjob,1.0,0.6666666666666666
OPM0P65M,My poor baby is such a trooper She had such a hard time with her vaccines On the plus side she weighs lbs oz and is in long ,1.0,0.6666666666666666
24LEZM4K, yepand the immunocompromised will be free to die of these diseases because there is no herd immunity to keep them safe,1.0,0.6666666666666666
ZCV6CBL0, of kids with autism have been vaccinated and have upper cervical spine subluxation Theres some REAL info for you,-1.0,1.0
IWJKT4PB, Brennan marks st yr at CIA amid no confirmed civilian drone deaths in Pakistan url CIA no combatant immunity,0.0,1.0
L9VVWN0W, please Black parents immunize your children and not jump on this so called band wagon of choice not chic its irresponsibledeadly,1.0,1.0
XZGXUITT,vaccinations for uganda and a flu shot University Health Service url,1.0,0.6666666666666666
HFB1VYW8,Nmsu got a taste of Texas tonight P MMR UTEP to,0.0,1.0
QZA9LP9T,Measles on BART Are we going to have to have to ford the Transbay Tube next and hope all thats sacrificed are a few bikes OaklandTrail,0.0,1.0
1MDPXF3Y, Annual checkups screenings amp vaccines are now freewhen you Buy your health insurance by Dec rd url,1.0,0.6666666666666666
