tweet_id,safe_text,label,agreement,label name
ZO6LPGBN,"“<> Thanks Jenny McCarthy! <> horrible, terrifying new mothers, please vaccinate children!",1.0,1.0,positive
WM0DQOGU,"In news, vaccines still cause autism.",1.0,1.0,positive
Y5RSKQX9,<> <> kids fully vaccinated fully functional honor roll students ages 12 &amp; 9. JS,1.0,1.0,positive
4GAJ5FEQ,"<> little tweaking, though, Nationwide ad would awesome pro-vax PSA. ""I'll never grow up, I caught measles""",1.0,0.6666666666666666,positive
BDSZJGWC,My camp cutest 😍 #mmr #camp @ California <>,0.0,1.0,neutral
0MZTJ23Y,Brain Cancer Patients Sought Clinic Trial Vaccine <> via <>,0.0,1.0,neutral
FP63MLUW,go Seattle sci writer! Have seen <> <> cost vaccine-preventable disease. <>,1.0,0.6666666666666666,positive
9FZUI8ZI,Measles Framingham? Another reason I hate place.,0.0,1.0,neutral
H9T7Q2O9,#Measles confirmed #CoachellaValley. <>,0.0,1.0,neutral
EECH2HZO,Immunization time school @ kaiser <>,1.0,0.6666666666666666,positive
4NU3JJCE,"Almost empty park... #measles (at <> Resort Anaheim, CA) <>",0.0,1.0,neutral
7LC6118X,"editing piece MHC genes- diverse mate have, diverse MHC genes, higher immunity children have. SO INTERESTING.",0.0,1.0,neutral
49RAVDCK,<> ofc matches good handful unless get everyone else's mmr,0.0,0.6666666666666666,neutral
SC0YD4P7,Exciting! Synchrotron yields 'safer' vaccine <>,1.0,0.6666666666666666,positive
2J7T5N3F,Former science chief: 'MMR fears coming true' via <>,0.0,1.0,neutral
DLE5S2LP,brain-damaged-uk-victims-swine-flu-vaccine-get-60-million-compensation <>,0.0,0.6666666666666666,neutral
WCSQVTOD,Jennifair #MMR Spring 2015 <>,0.0,0.6666666666666666,neutral
WX1ZXS3X,The scary statistic vaccination many people believe garbage causes autism #VaccinateYourKids,1.0,1.0,positive
RG2G1A75,“<> 100 people go Oxnard clinic measles info <> <>,0.0,1.0,neutral
056Y26SH,Listening <> : Philosophical exemptions vaccines truly fear exemptions. #vaccineswork #aap12,1.0,1.0,positive
MLHFXSMG,I'm side parents decide vaccinations kids. The power government totalitarian become,0.0,0.6666666666666666,neutral
DUBG9PYK,"""You need 3 4 MBAs equal #MMR"" thanks Charlotte",0.0,1.0,neutral
KP1D6WC7,"Health Alert: Nine contract measles visit Disney parks: Nine people, including least one San… <>",0.0,0.6666666666666666,neutral
0ZGTPSDL,“<> NOVA: The Autism-Vaccine Myth <> #vaccines #measles #virus #anti-vaxx <>,1.0,0.6666666666666666,positive
IVWHLUWR,"“<> Arizona monitoring 1,000 people measles linked Disneyland - CBS News <> #immunize #measles",0.0,1.0,neutral
BR937IZO,Promoting #childrensmuseumhouston #immunization initiative #Telemundo47 #ktmd #telemundohouston… <>,1.0,1.0,positive
11HQY8RQ,"AIDS N : Ripley Co. Health Dept. Announces HIV Testing Clinic, Flu Vaccine Information <>",1.0,0.6666666666666666,positive
FUDUHSUV,Why one concern measles break? But went phyco Ebola break,0.0,1.0,neutral
M5382MAU,Edgar thinks Measles type STD,0.0,1.0,neutral
K5PLSPP0,<> <> I say misting fly neighborhoods&amp; mist vaccinations kids outside ie playground &amp;bus stops .,0.0,0.6666666666666666,neutral
DOZBHCZ5,<> <> vaccine injure tens thousands more! #flushot,-1.0,1.0,negative
GXNNM3MC,I wonder anybody would care children Palestine measles outbreak there. #BDS #Palestine #vaxxer,1.0,0.6666666666666666,positive
DTJ3JVAX,No se quien dijo que Oswaldo Sánchez podría regresaría <> no...MMR <> es el presente futuro del arco en Chivas....,0.0,1.0,neutral
0KGXCECT,# mmr movement,1.0,0.6666666666666666,positive
QZA9LP9T,Measles BART? Are going ford Transbay Tube next hope that's sacrificed bikes? #OaklandTrail,0.0,1.0,neutral
T5LGEZ5F,People talk getting kids vaccinated causes autism even though evidence support this...,1.0,1.0,positive
YENLR7O0,"#KellyFile <> article today states ""nearly every state requires measles immunization school entry"" Should change?",0.0,1.0,neutral
Z7OKFGOP,"I'm pretty much like, yea whatever you... But vaccinate kids",1.0,1.0,positive
8VN9QHOB,"<> Good hear still non-poisoned touch! ...or immunity iocaine powder, either way.",0.0,1.0,neutral
DYCQLPZO,<> Isn't HIPAA violation? My child's Dr.wouldn't fax signed form sch. itunes/icloud save med. info!,0.0,1.0,neutral
CTHQFB8S,<> <> <> U think humans natural immunity 2 disease?,0.0,0.6666666666666666,neutral
ZEV2UAM2,Hopefully kids sake that's norovirus/bowl-cut vaccine <>,1.0,0.6666666666666666,positive
UQ3BB9RS,I'm NOT #AntiVaccine #1in88Dad OR Think child's #VaccineAccident.BUT I DO Believe Natural/Synthesized Toxins MAY B part #ASD,-1.0,0.3333333333333333,negative
L08WZI3N,This #BART ride giving strange craving Budweiser. Is symptom #measles?,0.0,1.0,neutral
QTNMC46W,“<> Measles outbreaks Canada outsize U.S. <> omfg,0.0,1.0,neutral
EW0BFWUV,"Vaccine horrors: Medical mutilation children exposed GRAPHIC photos ""safe"" vaccines gone horribly wrong <>",-1.0,1.0,negative
11LBFSWX,Moorpark College Notifies Students About Potential Measles Exposure <>,0.0,0.6666666666666666,neutral
XKGG2MNP,<> start new form hilarious measles,0.0,1.0,neutral
N77DFZ8V,"Dude, gotten measles vaccine. Don't travel prevalent come back here. Gross.",0.0,0.6666666666666666,neutral
BBS52Y8W,“<> Total number measles cases linked Disney theme parks: 26 people 4 states <> VACCINATE YOUR KIDS 😤😡😡,1.0,1.0,positive
CMUH9AVM,<> unfortunatly auto-immune disorders r increasing. Known Allergies 2 vaccine ingredients recently correctd <>,0.0,1.0,neutral
QV6XDQG5,People need get irrational unfounded fears flu shots get vaccinated. <>,1.0,1.0,positive
MVIAF5UY,I've never thought I'd glad BART go Marin. We enough #measles trains already.,0.0,0.6666666666666666,neutral
6P871TML,"<> Sad measles cases, course. Could thousands #statins AEs avoided genetic test? <>",0.0,0.6666666666666666,neutral
JCKIC6E4,"<> Incredible! I wonder ""educated"" anti-vaccine folks realize childhood mortality cut half #Vaccination campaigns.",1.0,1.0,positive
PYW9ZN2B,<> way I see one chance contracting child bc everyone else vaccinated,1.0,1.0,positive
XYOKY29A,Next Friday 2/20 live Allure Lounge #MMR takes big birthday bash ladyjade_mmr.… <>,0.0,1.0,neutral
3DX4HUOZ,Last round vaccines double-trouble babies (@ Quality Care Animal Hospital) <> <>,1.0,1.0,positive
G3JVQ78B,Unleash Your Inner ThunderCat madhatterdc #mmr #dc #dj #lionO #cheetara #snarf #sightbeyondsight… <>,0.0,1.0,neutral
1030NC3R,"#TCMParty It might interesting, Vince dead altar, girl saved consuming immunity. Yikes.",0.0,1.0,neutral
02I27CR4,"“<> In 1980 I served Mozambique measles vaccination starting, almost 1 child 10 died.” #hhsbeavers",1.0,1.0,positive
5HOY9TVL,Went health center. They told I needed one vaccine. Ended getting 3 shots. This I trust issues,-1.0,0.3333333333333333,negative
9DP9O3XD,<> lol ur I'm pretty sure mmr varicella dose vaccines reaction normal,1.0,0.6666666666666666,positive
QLTGH6M1,U.S. measles cases since 2000; Washington exception: Watch VideoSEATTLE – The number measles cases... <>,0.0,1.0,neutral
AGZD4HQU,Measles vs #Myeloma Round 2 <>,0.0,1.0,neutral
NJAMGRTV,Health warning: Baby measles traveled Portland airport <> via <>,0.0,1.0,neutral
J0DVXKE6,#Lastmanstanding sad know really ppl vaccinate children,1.0,1.0,positive
GA6NQ604,Nevada health officials update legislators measles outbreak <>,0.0,0.6666666666666666,neutral
8TZCWOBN,"<> <> <> <> U mean parents opt vaccinating kids? U call that""abuse?""",-1.0,0.6666666666666666,negative
Q23N1WQH,Someone I recogn trying convince SenFin levy new per person assessmt everyone covered health insurance immunizations,0.0,1.0,neutral
N5I0YJIU,<> trying. I've seen reports doctors ripping infant mothers arms vaccinate even tho request,-1.0,1.0,negative
CD3AWSKA,A vaccine kill God brain: <> Uh yea I got nothing nuts.,0.0,0.6666666666666666,neutral
VKHD2HBV,"<> measles outbreak, I thought.",0.0,1.0,neutral
FH9SQHL0,"Measles may become ‘endemic’ without vaccination, proper clinical diagnosis, CDC official says <> via <>",1.0,1.0,positive
XG1NCFF0,"""<> On average, people complain live longer -- Releasing tension increases immunity boosts health."" <>",0.0,1.0,neutral
48LHYE0I,<> <> <> Superstition battles truth. Vaccines saved millions lives!,1.0,1.0,positive
1Y2ENLL6,<> <> <> <> I say polio vaccine little nothing 2 w decline disease,-1.0,1.0,negative
DJ4BHALE,“<> People complain live longer. Releasing tension increases immunity improves overall health.” Well never die 😂😂😂😂,0.0,1.0,neutral
EMYYS0N5,<> They'd also rather reduce herd immunity others' children die risk child autistic... #dolts,1.0,1.0,positive
49H88U2J,"I vaccinated HPV, Hep A &amp; B, flu. Yay health. Boo arms. 💉",1.0,1.0,positive
4CZMVDYI,"In 2013, measles killed kids car accidents AIDS <> via <>",1.0,0.6666666666666666,positive
4EG7BRJU,Gr8 2 know I live n state #1 meth labs. Well makes feel safe. even better there's bad flu vaccines too? I may well stay home,-1.0,0.6666666666666666,negative
WNJ1NRMJ,2 children + 8 immunizations = 5 minutes screaming + tears. #thingsIneverwanttodoagain #parenting,1.0,1.0,positive
QFRA4MOE,9months physical vaccines! :/ (@ Kids &amp; Teens Medical Group) <>,1.0,1.0,positive
EKPCTG9D,Sick Child&amp;#8217;s Father Seeks Vaccination Requirement <>,1.0,0.6666666666666666,positive
GXDD9QQV,Check Measles coverage. Lots good stuff here. <> #fb,0.0,1.0,neutral
MLXGVUJ9,S/o MMR!,0.0,1.0,neutral
PUW8DFEJ,<> <> <> Why infant mortality rate high 2 vaccinated States?,-1.0,0.6666666666666666,negative
9ZVIW29L,"Flu shot effective year's strain, CDC warns: Health officials warning flu vaccine… <>",0.0,0.6666666666666666,neutral
5IMDCDN9,IF immunity penetrate blood brain barrier meningitis get better?,0.0,1.0,neutral
TT8Q5SE5,"60,000 Oakland Kids Get Free Flu Vaccines: An attorney Bryan Stow, gravely injured Giants fan a… <>",1.0,0.6666666666666666,positive
NV0KSL12,AM-News : Ministry Health starts vaccination campaign tackle third biggest ...: Cancer ranked the... <>,1.0,0.6666666666666666,positive
IIT1RSJN,<> <> <> <> Here's new ring tone.😄 Vaccinate Your Kids - Mitch Benn: <>,1.0,1.0,positive
FCJWTT2T,RT <> Should parents allowed choose whether vaccinate kids? <> <>,0.0,1.0,neutral
WTDUUR6U,I take kids playground &amp; get measles another parent get kids vaccinated I'm busting heads😒,1.0,1.0,positive
OJTO4JQU,Another Study Finds No Link Between MMR Vaccine Autism <>,1.0,1.0,positive
XAJYL3OP,still entirely sure feel getting kids vaccinated...,0.0,0.6666666666666666,neutral
PMW2MBG4,"Two new cases measles hit city: Two new cases measles reported city, raising total... <>",0.0,1.0,neutral
35H36EY6,"Study 95,000 kids finds link MMR vaccine autism <>",1.0,1.0,positive
5WEL81UF,<> <> Travolta scientologist/was Drs Jett passed sharing autism &amp; injured vaccine,0.0,0.6666666666666666,neutral
RPXHI3DX,"<> <> <> Well procedure, safe way prevent disease. #vaccineswork",1.0,1.0,positive
Q1R1YJHD,"“<> Calif. officials say children others immunized measles avoid Disneyland outbreak"" VACCINATE???",1.0,0.6666666666666666,positive
LZOVDQPU,Proud beautiful video created Immunization Week children living dreams. <> #vaccineswork,1.0,1.0,positive
4QG6TAME,"I'm MMR Station 22 (Mount Pleasant, MI) <>",0.0,0.6666666666666666,neutral
HPSVH8UH,<> maternal mortality rate AND highest infant mortality rate among developed countries. And MMR U.S. going (2/3),0.0,0.6666666666666666,neutral
GP3B0ELJ,Children's Museum Houston Offer Free Vaccinations <>,1.0,0.6666666666666666,positive
BOERWPHM,"""<> 5 kids died flu last season MA. All under-immunized; . GET YOUR FLU SHOT.""",1.0,0.6666666666666666,positive
Z4A9YHZ1,Spot shortages flu vaccine reported: The Texas State Department Health Services reports spot shortages flu... <>,0.0,0.6666666666666666,neutral
SAYGMMKB,"More children risk measles wake Ebola epidemic: Ebola's toll moved beyond 10,000 deaths Thursday even… <>",0.0,1.0,neutral
S8AEDT7Y,"BOO! <> Measles cases US *triple* 2013. Why? Unvaccinated people. Yes, it’s simple. <>",1.0,0.6666666666666666,positive
SGPD845C,<> joke: absolutely appropriate analogy given attack child health vaccinations.,-1.0,0.6666666666666666,negative
85O4DJYB,Babies get kinds immunization shots. shame one keep becoming teenagers attitude.,1.0,1.0,positive
IR1FL5T2,Tarrant County Back School Roundup coming ... soon: Need new backpack school? How immuninizations?... <>,0.0,0.6666666666666666,neutral
QPQ8JYU1,AB2832 [NEW] Immunizations: vaccine injury information. <>,0.0,0.6666666666666666,neutral
TNKJ98RG,Vaccines India! (@ Department Public Health) <>,1.0,0.6666666666666666,positive
IWK3PDE9,"“<> On average, people complain live longer -- Releasing tension increases immunity boosts health.” yay 4 me!!",0.0,1.0,neutral
Y5HQZDOK,Walt getting vaccinations I hear meowing help. 😿 I'm sorry baby,1.0,0.6666666666666666,positive
XJTVFT28,"Sex known produce health benefits stress reduction, weight loss, increased immunity, improved cardiovascular functioning.",0.0,0.6666666666666666,neutral
B9XJ9ICZ,“<> Nearly two dozen medical studies prove vaccines cause autism <>,-1.0,1.0,negative
FQK01QVI,Parents trying reverse kids’ autism ‘flushing out’ vaccines bogus ‘miracle’ bleach enemas <> Bat Sh*t Crazy,1.0,0.6666666666666666,positive
MEX94X3H,Are measles Arendelle? ❄️🏰💜 #EmolyandClaire #Winterbreakisntcompletewithouther @ Arendelle… <>,0.0,1.0,neutral
WDV836X6,Most public school require vaccinations! #inners,1.0,0.6666666666666666,positive
8JYR4MBZ,Injecting rat poison(Botox) make wrinkles go away okay. But using vaccines preventable diseases isn't. Makes perfect sense,1.0,1.0,positive
4D4088QE,S/o <> covering Sen. Correas' immunization efforts health us Huskers! <> <>,1.0,0.6666666666666666,positive
2XPS2PFO,"""Back-to-School"" means time vaccinations <> via <>",1.0,1.0,positive
104EGTOJ,"It's official, paper connecting vaccines autism retracted. <>",1.0,1.0,positive
32F6RLNB,More measles: The threat America’s ‘herd immunity’ <>,1.0,0.6666666666666666,positive
4T8YLHGA,Am I supposed feel bad denying play date kid I know getting vaccines? It's like 1yr old cares. #mommyproblems,1.0,0.6666666666666666,positive
VB6J390Y,Bitch I already got measles shots allow,1.0,0.6666666666666666,positive
DA3Y6WDW,Help UNICEF Make Full Immunization World's Children Reality - The Hunger Site <> via <>,1.0,1.0,positive
VELLK0CT,<> <> <> <> understanding could get individual shots instead combo vaccines safer,-1.0,0.3333333333333333,negative
IKA7CAKR,Measles outbreak ridiculous preventable. Vaccinate freaking kids people,1.0,1.0,positive
1UNPH66S,Children's vaccines restricted county health district <> via <>,-1.0,0.6666666666666666,negative
ESMQ1ZP6,ThinkProgress: Measles Could Ravage West African Countries Affected By Ebola. <>,0.0,1.0,neutral
HSCWAE39,<> #GOP STOP blaming #Immigrants first #Ebola #measles Which diseases?brought ancestors? #AINF <>,0.0,1.0,neutral
EA8NQAJY,"Most US kids get vaccines, parents still worry - AlertNet <>",0.0,0.6666666666666666,neutral
8T730M77,I still believe people refuse vaccine children even studies pulled scientific community....,1.0,1.0,positive
SCTLGGH9,I hope find vaccine disease since Hypopituitarism becoming epidemic diseases days💔💔 <>,1.0,0.6666666666666666,positive
CFAIS91A,"""one scientists discovered helical structure DNA believes stupidity disease cured."" VACCINATE THESE FOOLS",0.0,0.6666666666666666,neutral
IZC9REYM,Did LinkIn everyone? <> Measles scare California BART infected LinkedIn employee rides train <>,0.0,1.0,neutral
6RL4C8N2,Yup health services screwed up. But Finally done rabies vaccination 💁 2-5 years,1.0,0.6666666666666666,positive
N5TC9QTP,Please note feature image: screaming babies scary needles! #vaccineswork <> <>,1.0,1.0,positive
E03N9PP9,"<> depende de tu mmr actual. En promedio, tiende ser similar donde te encontrabas anteriormente.",0.0,1.0,neutral
QQD4SD6A,<> <> vaccines warnings include #Autism better research listen idiots!!,-1.0,1.0,negative
2HXQ09IN,Children's Museum Houston Offer Free Vaccinations <>,1.0,1.0,positive
H4B7XFHB,“<> And #HaveYa'allLostYourMinds news ... Measles parties? Ugh. <> Should charged w/ child abuse!,1.0,0.6666666666666666,positive
KVEZT1TQ,"<> Not vaccinations fail prevent disease, proven cause disease! Please consider reversing position.",-1.0,0.3333333333333333,negative
XVK17V03,AIDS : 1 10 children carry immunity AIDS - study: The study published Science Translational Medicine… <>,0.0,1.0,neutral
JW623OET,One places left #Annapolis flu vaccines. Getting mine today! (@ Safeway) <>,1.0,0.6666666666666666,positive
XBTO3Z7G,"Vaccinate! It saves lives “<> Measles confirmed Northern Michigan, wks whooping cough outbreak <>",1.0,1.0,positive
6HGQ3H1M,Nasal spray flu vaccines deemed ineffective CDC <>,0.0,1.0,neutral
AAWFSK70,<> <> <> <> <> <> <> <> <> <> #ff,0.0,1.0,neutral
KVSZU2A0,<> <> <> <> vaccines spreading diseases! <>,-1.0,0.6666666666666666,negative
YX12DQJ8,"Opps ""got flu SHOT"",but I'm glad I reports saying shortage vaccine DMV! #safethansorry",1.0,1.0,positive
F9FWC1TI,<> #GOP STOP blaming #Immigrants first #Ebola #measles Which diseases?brought ancestors? #AINF <>,0.0,1.0,neutral
ULX6K0NU,There high percentage homeschooled / religious schooled families I work choose vaccinate kids #terriblechoice,1.0,1.0,positive
QPTK0QFV,"Kisses spread germs, germs hated, kiss baby, I'm vaccinated! &lt;3",1.0,0.6666666666666666,positive
A0T8B4JN,"<> A workmate told believed vax might b dangerous. I reminded polio, measles, mumps definitely dangerous. #priorities",1.0,0.6666666666666666,positive
V2QCN0HR,"<> <> <> <> <> Then R told they're crazy cuz #vaccines R "" perfectly safe""",-1.0,0.6666666666666666,negative
O2DH4LSF,Bills banning vaccine exemptions fail Northwest: Legislative efforts put pressure parents get… <>,0.0,1.0,neutral
BUC1WGE9,If half country believe vaccinations climate change Big Bang theory winning awards time,1.0,0.6666666666666666,positive
QSKNPHK7,The twice week health ritual second immunization....feeling better! (@ Arthritis &amp; Rheumatic Disease Specialties) <>,1.0,1.0,positive
5W9ZSU2R,#parentschoice #circumcision #vaccinations #education Don't let bully you! YOU parent YOUR child!,0.0,0.6666666666666666,neutral
4XXO8DPW,Marley &amp; Measles #MakeAFilmUncomfortable,0.0,1.0,neutral
FWFJGEM9,"Mogul Media Records Present: Jennifair's hot single ""Paranoia Comsumes"" #MMR <>",0.0,1.0,neutral
9D4VLWRT,<> yeah tell Amish people here. The measles breaking schools kids getting 😷,1.0,1.0,positive
3EKROUU6,Latest Vaccine Safety News Might Make You Rethink Shots Your Kids <> via <>,-1.0,1.0,negative
NEDTS49F,You know what's missing Baz Luhrman's #Gatsby? Lots children dying #measles.,0.0,1.0,neutral
GUE4IQDF,"“<> No one gets measles, mumps, rubella anymore, learning paperas, sarampión, rubéola irrelevant.”",-1.0,0.3333333333333333,negative
GJRP9WZJ,"How could possibly politize measles? Dear parents, parents did.get kids vaccinated make lives inconv",1.0,0.6666666666666666,positive
BAJFTTTL,Law would end 'personal belief' vaccine exemption children <>,0.0,0.6666666666666666,neutral
QJF59CKK,The CDC Says The Flu Vaccine Is Less Effective Than Expected - <> <>,0.0,0.6666666666666666,neutral
ENAS75HX,"(This builds immunity negative images, lies stereotypes conspire destroy you.)",0.0,1.0,neutral
K5DX7M0N,Time #4month #physical #immunizations! #checkup #baby #babysalazar #lifeafternicu #preemie… <>,1.0,1.0,positive
G4D9LJIH,"Indexing Chicago Death records 1905. Measles, cholera, diphtheria, pneumonia, especially kids. #vaccineswork antibiotics",1.0,0.6666666666666666,positive
2U2MBG4F,Annual Childhood Flu Vaccines May Interfere With Development Crossresistance: <>,-1.0,1.0,negative
IA4BTV1A,Another Study Finds No Link Between MMR Vaccine Autism <>,1.0,0.6666666666666666,positive
ZR7SPJ3F,Dumb parents get kids vaccinated piss <>,1.0,1.0,positive
X0CMBD56,Children's Museum Houston Offer Free Vaccinations <>,0.0,1.0,neutral
D2V7XVBZ,"<> KUDOS!!! LOVED bit vaccinations!! It's ABOUT TIME someone tells morons, SCREW THE GLUTEN! VACCINATE YOUR KIDS!",1.0,0.6666666666666666,positive
425UZ9YT,African Nations Celebrate 55 Percent Drop Child Mortality Rates Due Immunization <>,1.0,0.6666666666666666,positive
HEWU0XF0,<> houses measles,0.0,1.0,neutral
VL48F58U,Luke Greeves: Red Cross partners vaccinated 1.8 billion kids measles since 2001!! <> #Measles2015 <>,1.0,1.0,positive
GZT5K4A0,"<> I think autism started rise GMO foods, proven break DNA! Vaccinate kids!!!",1.0,1.0,positive
GG8MGEM7,<> RT<> The refusal vaccinate one’s kids trait unites conservative assholes & liberal assholes,1.0,0.6666666666666666,positive
YQ6DE6NU,"<> <> Some would claim poison vaccine, immoral. It's pathetic.",1.0,0.6666666666666666,positive
1DR6ROZ4,"I mean immunize kid something secretly kill years line I'm it, I trust",-1.0,1.0,negative
E7VJUZMS,"I never thought harm, clowned me, woke ass up. Man hand downs. Social Influenza Virus, TY vaccine",0.0,0.6666666666666666,neutral
EMHEQ4SO,<> Ohh I cant duo lower elo people anymore ruins Mmr,0.0,1.0,neutral
VDR0F3A8,"Flu shot less effective year current flu virus mutated, CDC says: This year’s flu vaccine not… <>",0.0,0.6666666666666666,neutral
9H22H1O0,"“<> On average, people complain live longer -- Releasing tension increases immunity boosts health.” Yesss😁",0.0,1.0,neutral
45XX1V3T,"Wait, news talking like ANYONE get measles? That report incredibly misleading.",0.0,1.0,neutral
1OBKVV7F,Just ran 3.204 <> <> means 8 vaccinations funded puppies &amp; kittens. Truth! #100helpfuldays,0.0,0.6666666666666666,neutral
GSEJ88WL,<> complaining MMR #vaccines 'kook'. Yes u are. And claim love science. #north ##liberal,1.0,0.6666666666666666,positive
W78TN93Z,I see flipping vaccine issue GOP thing. We know hippy lefties stupid vaccinate kids,1.0,1.0,positive
0OZ9WEWM,Chemist crime lab scandal worked UMass vaccine lab: Annie Dookhan - known Annie Khan - worked ... <>,0.0,0.6666666666666666,neutral
X6YLOP8Q,: NEW {MUSIC} #MMR Jennifair - Crack produced DrumMage! <> <>,0.0,1.0,neutral
T5PK1ZEP,"""Oh I dont want vaccinate child."" Have fun taking care child common cold becomes fucking death sentence",1.0,1.0,positive
8E1XBZXG,<> measles? I'm near Disneyland! #badjoke,0.0,1.0,neutral
AZUX1FLL,Why still talking people vaccinating kids crisis going on?! No Dr. Pepper Bonnie Bell Chapstick!,1.0,0.6666666666666666,positive
ZK91BIY8,Flu scare increasing demand vaccine: The flu scare continuing grow across country the... <>,0.0,0.6666666666666666,neutral
